author,models,datasets,spaces
Healthy13,0,246398830,0
ramkamal2000,0,0,2611491154
osanchik,0,0,10382574683
Setiaku,201843798345,0,0
Gauravadlakha1509,0,66714,0
imvladikon,61881065610,42266375246,272117
kudo-research,0,98619806,0
haodongli,0,0,37893012
aakanksha19,0,29086665,0
Augusto777,4622483672,292035977,0
stillerman,102714236317,0,18948
PROSLab,479259993,175133254,0
asiffarhankhan,0,0,3811449
pitaogou,0,0,1888541998
5cp,0,1029081,0
deutsche-telekom,9804813162,2169067775,0
mindenki,8585699970,0,0
StatPan,124267850061,0,0
Aspik101,1666300440009,4926970235,467461
magnadox,0,0,1829
Kyle1668,53490686681,9267787057,0
lianzhong,0,4007291,1867
LaoCzi,0,0,76564
yjgwak,880571042,0,0
climba,6906020413,3852331,0
Crstris,0,13678696,0
bluinman,0,0,1860
sichenzhong,0,213622945,0
matejmicek,2554160248,0,6122
bloyal,1304908913,301052403942,0
Akhil-77,0,0,2271
Neuronovo,104359232218,168378570,0
gfigueroa,0,282197421,0
w1zrd,0,0,755867
JordiMartos,1516,2304,2634
benzzuu,1477,2265,0
Gunulhona,177730465274,11967448768,0
ABC-iRobotics,0,30668969881,0
myradeng,5482669370,42922241514,0
Rakshit122,502020946,108268392,0
UserXTheUnknown,0,0,2743602
Chhabi,9746134569,5327889,0
ceshine,5466594345,0,5072
nomsgadded,21184270796,0,0
project2you,43739498900,1529,1822
Cofacts,0,0,0
BlackSamorez,400929008860,124270844,0
Lewislou,7890153514,1395102,2294335930
Priyabrata017,0,0,116491
mjcrespo,0,2265,0
sail-rvc,478181128013,0,0
Wings77,0,0,12221
darssanle,0,5996865,0
sky24h,0,0,606468798
ArtifactAI,217924883501,91795834512,0
Lev1s,0,0,95973
robjm16,0,0,53558
18811449050,1694479996,0,0
chuxiaojie,1194,0,832523449
HPC-GPT,0,2747419,0
nabdan,88200064,0,0
ett,0,10571263,1805
OnabajoMonsurat,0,0,84086027
rohangbs,3258065045,21493577,0
bishu3011,0,0,3919
ss123wq,0,0,266258
Yanis,31453563050,0,0
Royal,3272656,0,0
Clinical-AI-Apollo,746742536,0,0
Germinal,478214,23537,13350
Supiri,893944399,0,3508
akshayvkt,559869478,0,49351553
bsgreenb,268806662,859842215,0
Epidot,6774913627,2537304225,0
yuwan0,0,5106046579,0
vs4vijay,1175,1174,12028480
zArabi,5248005618,2063286,6431
Cecil8352,0,0,7501709745
laocao1798,0,0,1580174
bburnworth,327304057,0,0
sujithjoseph,13616150361,0,0
lychees,2132792857,0,229484848
Kolibri753,139032674572,170654,5558
Arconte,14485849442,83545815,0
saier,0,7639567256,0
xuxw98,0,0,27021560989
salma-elshafey,5239578490,32694693,0
raghavsdfg,1502,2290,0
qiuhuachuan,12923019855,0,0
sagorsarker,28764643865,0,0
nnaii,0,0,6697517
chitsanfei,1722058366,0,2600892862
huunam,0,293120093,0
hayate3140,417178735,0,0
Jack003,0,0,8119456
RaushanTurganbay,16016271185,0,14335
PulsarAI,159365641380,6775424956,1318706
ypchang,0,0,33104
brushpenbob,38132157521,0,0
Dorado607,13747425457,0,1139085
kiamehr74,0,5935653,0
kmeng,0,9968536,1579
officialhimanshu595,0,0,305947967
Helena2023,9801899236,0,0
stiel,1754,690,0
ozawaa,0,120734859,0
gegham,976303,1632,2413
chrisclark1016,2112635481,0,1156032964
asafaya,44300197528,0,8974
ouma3,12095507025,80694222,0
meetplace1,25846145779,421155,0
Warlord-K,14372214671,2885912848,22237791
Surendra,0,0,4332
NX2411,8870098943,14805893696,0
wdnmd12,0,0,58155625
everton-santos,0,0,15033
TeamDLD,104199242,3508035229,0
veryVANYA,2053589111,0,0
TehranNLP,1830979706,0,0
firas-meddeb98,431866949,8589,0
SweetLuna,61306546133,0,1813
moshew,4798587134,0,0
sadFaceEmoji,6333140,20345470,765648
briaai,40619762607,0,400765
Chakshu,5041586595,504584,0
detection-datasets,0,26920607733,0
Jafta,0,0,173363
casehold,4264937444,1169494851,0
rudzinskimaciej,64079576699,0,0
Sannirappa,9802731904,0,0
Minej,876234861,0,0
windmaple,19957121455,0,9149
suoixonbor,1519,2307,0
standardteam,0,0,25073
bustardchad,74296117,0,0
hungkien05,1477,2265,0
NadiaHassan,0,1744801,14614
BridgeTower,13804387513,0,11644147
davidpiscasio,0,0,369524424
charles0519,0,0,814153
choozmo,18583563068,0,0
WorkInTheDark,0,12630939,0
mayura25,0,0,5475
sinarashidi,14445849800,91874702,0
gjhjh,0,0,1108
yuewu,9901933982,0,9201
hpcai-tech,91497768378,0,0
mydcxiao,0,610650272,0
valentinafeve,122745815,0,0
ppate192,0,1566,0
CodeT5SmallCAPS,242966166,2852423022,0
sky009,0,0,10907
samehmamin,1338,0,4192
GageWeike,0,0,557044
active-learning,273015,16485952,12587
Dinithi,8975001816,0,0
kbthebest181,23405005,0,0
WisdomShell,40078433352,0,0
assemblyai,1877169679,0,5277305
FrankAst,0,0,974915
botmaster,210852931,385620,108911
CallComply,201498897342,0,0
mpc001,0,0,3770577316
Jumon,0,0,2215373
Sajid030,3139551441,0,0
sokemon,2766445746,0,0
Dgajjar,0,51403693,0
mobiuslabsgmbh,225603710918,0,0
Soulaimen,5739936042,20092,0
Anamika,1468653214,0,0
carlosdanielhernandezmena,45081463556,6176404307,0
ttheland,0,0,44813140
yanekyuk,5554987260,106188275,0
frncscp,568736267,10598052280,2704939727
devendergarg14,0,0,4604
Onegafer,3406927399,161731420,2685
HarveyBWest,690,690,0
mdubie,166511185,0,0
milaidy,206183011963,0,0
nuua,2452719963,0,0
rubentito,8240252646,33376022,0
101arrowz,0,26587,0
Shrikrishna,0,760680,827323997
wangguanlin,0,0,304651
philivy,1449198699,0,0
mlengineer-ai,729841470490,13619787737,0
chrisyuan45,160021869042,0,1745
vlipovoy,919256079,0,0
viveknarayan,0,0,130052732
KennethEnevoldsen,10251821745,2303854282,0
sunilkumardash9,268816094,0,21730
CmdrAxleWolf,0,2265,0
souvenger,2071385753,9128,0
michael2008bj,0,0,2227
liangc40,2804777501,2515865469,5128
headlesstech,4526467911,0,0
FooYou,0,0,58162065
ielabgroup,28759214106,0,0
nks9,3038,772279019,0
Chendi,0,4296953884,0
sapientml,0,0,1677
yigithan4568,0,0,18098
lgaleana,0,0,49340
javilonso,22062450258,535778789,0
makem,0,0,3719920
evildemon14,9801898108,0,0
aodiniz,7713906515,0,0
DuckyPolice,1519,15240051,21077437228
regel-corpus,3314896615,0,0
drawingContext,74294643,0,0
StarfleetAI,14484098152,314148143,0
KANATA980122,0,0,1108
lanesket,1000575442,7558317694,0
arowanakarisu,6044430362,30676082,0
iamkovtun,1519,491222,0
igorshmel,24978169582,0,0
damian91,1076062602,0,0
JanBabela,4933244,1204772,17124153
stereohorse,2742242261,0,0
Manglik-R,0,2328,284534928
Xpitfire,45182674,411277553,0
reza-alipour,177414488732,6161965027,0
TimKond,1558473278,0,0
kebab111,159829153024,0,0
Belligerent,0,0,4338
FudanSELab,0,3103382119,0
LuisTigre,1384,1975764,0
tanguyrenaudie,50688621,2444694,0
Jeffsun,17067120664,0,96313
austinzheng,13722949769,0,0
jaifar,0,0,21293
Abuelnour,0,25001962,0
otmanheddouch,1519,0,62296644
HiImJavivi,46974059,0,466789132
iloveapplesandoranges,0,0,7446
alxfgh,1477,13205806015,0
Onegai,0,954704431,1862
MuhammadHamzaAhmed,114514831,0,0
ohmygod0193,0,0,18112
tonwuaso,0,0,77987736
gventur4,0,0,704931700
dotfantasy,1647,24659601,0
austin,22284484318,119431851,5102
fffiloni,15233424471,851534,62347660916
afshr,909742004,2328,0
DATEXIS,2629560074,52494256,0
kukuhtw,14742089668,0,6969298
klcqy,0,0,64394866
nick80042,0,0,3224
TextCortex,1961131786,0,0
Z-Jafari,2667282291,15446,0
ssoh,58700123376,309378,0
cloversid,0,0,2968
jayesh95,0,0,10008
rdp-studio,2796,2186,19615
Christoph911,2215953091,4740554,0
KORguy,20917509449,0,0
Tuana,2275988,8153324,91885391
TeeZee,2227937889242,13254259,0
rony,21633109125,58222981,0
noahgift,867584022,22052619,8289
zerozzc,0,852545844,0
jjzha,13972677503,45185666,7558
Aayush196,0,27041,0
Pyjay,2968722741,1567,0
erer,0,0,2928
josevalim,0,0,5553
nakamura196,2361612176,0,2933387264
KT-AI,32367118918,0,0
heshihuan,0,0,1108
Jeney,471280878,0,3721228055
SEVUNX,298331511332,1467048,0
clhuang,1082185314,0,0
PeacefulData,823678113,791445650,0
SuperAI2-Machima,8969938187,14622260,0
topel,118763325,0,0
Kquant03,4038617197407,185728,0
jlondonobo,19468097273,0,7456
TryStar,7618697343,0,0
aughhhhh,0,1566,447044
yashsharma0906,270846077,0,0
lucky120901318,35443853299,0,0
wiselee0,0,0,4825
utec,0,0,307074
TaahaKazi,6264,529269,0
genaidevops,0,42531558,0
gsrathoreniks,0,0,30379
CarlCochet,113989821,0,14172
Telebn,0,2265,0
ai-art,0,0,8572878
Sweta22,19850643678,0,0
Yakova,0,0,13483607
harley001,0,0,1930990124
qavp,0,53999014,0
sdadas,69877073858,26305287,3466688
mikepastor11,0,0,1715023
alkahestry,622712089593,247158135,0
claudios,3903576279,4295357728,0
raquelsilveira,892533649,0,0
MARSHALLXAARONDRAKEICO,0,0,4360
GabrielLogspace,23754473,0,1669
NBA55,3432197255,1029828,0
be4rr,1124088475,18453259,0
PeterQUB,0,0,100419656
bobsby23,0,0,1788
yufuin,15424371715,0,0
maxmax20160403,0,0,3171109199
katasou,0,0,49510
ichsanbhrd,0,1560687,4059571
paragon-analytics,6128076502,0,5752753
another-symato,0,759818809,0
phildunphy,0,0,1373805
turboderp,65401351,0,0
CalvinU,32929607320,2257363,0
CesarLeblanc,3275326917,615443527,977499673
PrabakaranC,0,0,12013450
diluk,0,3561394,0
sara4dev,0,0,1199372
armgabrielyan,5348420382,0,6166
Improceid,17171551439,29771195046,0
MiklX,1549,0,42763
OttoYu,2653962403,1704726889,6733600
nitinram,23402814,0,0
AITECHPRODUCTS,0,131906,1059856
FelixdoingAI,0,3768865881,0
AdaptLLM,316350190442,65335344,0
Jaybore,0,4483632,0
MoonMoonMoonMoon,0,0,3526
beskrovnykh,0,12296222,8608732
rimeAI,0,0,4225
VishyVish,0,0,8477
sathishc,528934065,0,0
cmcjas,0,6253134396,0
victorcosta,0,0,0
af1tang,1447277598,0,0
Otter-AI,1610,555959295,17221887
rusano,990352632,6596805591,0
Cahlil,0,0,14527898
CVCODE,0,11120056,0
jmoney54378256438905,292736455868,23625521,0
BLACKHOST,0,0,68984
Edisonymy,0,0,524798
salam123,136085227,244943,0
udmurtNLP,0,59240327,0
BillGPT,0,2918707873,0
CatBarks,50393602648,45985872,0
songhee,19977251906,0,0
nicholasbien,995553606,735319182,0
FiendAI,0,2265,0
AnishKumbhar,343356901,0,5357719427
barunsaha,0,0,2198122
admarcosai,1836382815,0,0
sebastiaan,2627823246,52306697,0
bmillerdev,0,2126,0
EmbeddedLLM,184115915454,0,640436
sowmyakotha,9804058743,0,0
MohammadOthman,14409826456,24525872,0
odhier,0,0,1981
doorfromenchumto,0,793106,0
paulml,438380430219,0,17102
SivaResearch,2738506304,25561472,190434661
chestnutlzj,17504261297,0,0
Mireu-Lab,0,1763786042,0
mylesai,0,0,461352
janai-hq,14485816970,0,0
empbetty,145675945991,854940343,0
selfrag,66464828780,255752338,0
Fakermiya,3004,49158461,15793
yuanjac,38128239313,0,0
londogard,351558812,0,0
cseamaoo,26957657326,969274,0
lighteval,0,20256980393,0
VJGamer,1175,345424,0
goofyai,36961920542,0,0
8clabs,21496921246,0,0
yusufani,447531543,30811677923,22165
macadeliccc,3437121772781,105410508,2044701
NiamaLynn,6708838762,0,423112
Test157t,320562853440,0,0
j-chim,0,1180013985,0
milex-info,1966753817,0,3106
hassanblend,102205276809,0,0
hannahross5,0,0,12062
azer123456789,0,0,1835
muratcelik,0,0,2351255994
Brikowski,1687215723,0,0
Risham,0,0,11083
elpsycongroo19,0,0,16780
BeanBry,74296197,0,0
erinak,0,0,444555708
hnmensah,21434402,3093595,9748
mattmdjaga,3003096906,5893444732,12593
KShivendu,0,9552904687,0
rajaatif786,544583662,0,337154338
botp,414881310257,860805451675,0
3druga,0,0,14220
Bandeapart,0,0,1845
emi429,0,1590144305,0
BYC-Sophie,0,10723516,0
abnerzhang,2063699406,0,8582
minathor,15232143404,4582,0
kabita-choudhary,1628912975,0,673992
VXX,0,2570682,0
Emanuse,0,153875,0
Fraser,1803685266,1227719128,1828
MichaelOrme,24622124733,15062743,0
Sapare,9802312130,0,0
NeuroVentures,0,2265,0
ecastera,35683454546,9168535,0
felmofatiche,0,0,4653486
amedvedev,308337646,0,0
Toor1989,0,0,5168
TehranNLP-org,28418888254,0,0
menghanxia,1408610970,0,200886
ohgnues,1402338352,129247314,3802
Ramse,0,0,1073462316
Ahmed1902,0,7348421,0
Suva,8255401308,0,5766
AdNarayan,0,0,51460980
AbyelT,968940737,18373162029,18901
mahfoos,2954,4480239,0
unsloth,304552976751,1847853,0
samjgorman,0,1567,2091
MuraliGanesan,8732376,17532052,0
johnbakerjr,0,99415,105273
shhossain,1159610211,167214728,1824
wbe,0,0,47036417
lightonai,174173605219,89968062,0
vgaraujov,5621402241,1724767950,0
razielpanic,0,0,1816
nelson2424,679087269,85630859,0
orangetin,129589107084,1425473555,0
tanviraumi,9241952823,0,0
wahdan99,952678291,0,0
lionelchg,13699305103,47966218,0
ggwvits,0,0,1865732490
minusthousand,24641795563,0,0
kalisia,2231606083,1349463,1349540
wouaf,0,0,299316157
instructkr,12735966177,545637,2331
Cohee,49782268345,6753043,0
Manjushri,0,0,1288802
brildev7,0,803294358,0
Dmitriy612,0,1174,0
praeclarum,894130186,0,0
quim-motger,16797086818,0,0
Gprime1977,0,218166515,0
sebarodri12,8224019670,2373,0
tanibt,1519,13822,0
kviai,7457087728,0,675155
Shravanig,343452577,891542849,3511
rgres,167402722673,0,2774588
c72599,1497270226,0,0
saanu01,10047927778,0,0
irene-glez,0,0,17469
sanjin7,1703055155,123618170,0
JFoz,27355837288,35333346702,820871
rathi,1035195707,0,0
beardaintweird,0,109057717,0
krushna,2498,0,376144506
j0hngou,3016404013,520172517,33747247
enelpol,21926550700,22897728,0
ericmichael,0,0,1909278
ViraIntelligentDataMining,535633728,0,0
pycoming,0,0,1510844
Sahajtomar,16110811740,0,0
fudong03,0,358054151828,0
nakhyeonn,54963275625,0,0
SMOOTHY1962,0,0,3627
sdniu,0,0,1742
hamzzi,2268724374,0,0
Murdokai,7769527067,0,0
machineL2024,0,40943964,0
ahsansbaig,0,0,98172060
williamzhou2023,0,0,5155064
SagarKarmoker,0,3203340,0
OxAISH-AL-LLM,0,140771237,0
robowaifudev,1472721006,0,0
ineoApp,17184320545,1736887632,0
chriscelaya,2077218,2307,7949373
jainabh,1519,22156145,0
team-indain-image-caption,746531567,0,621432
jjreif,2792727123,0,0
j-krzywdziak,0,266974,0
ITG,3970733078,0,0
chauvet,0,0,21443
hpa666,90353479,0,194342108
Soumen,270385904,0,2348529
AMLavande,9801924372,0,0
NoahBSchwartz,94351796305,1905635,551296
alphahg,110060744837,24232310583,10116
ORromu,767052800,0,0
israfelsr,45544709,2769549977,0
dferndz,54009741,281652,0
cjayic,2743014644,0,2142834469
Ojimi,31132366536,34174689,0
MoonQiu,0,0,1008502726
mohit-217,507185008,0,5718
gen7856,14162361601,286869304,0
fimu-docproc-research,23060755323,16275440760,0
empy-ai,0,0,81416
aisuko,9415958313,8453240091,20524
ProsusAI,1314368854,0,0
LumiOpen,68439916458,0,0
NurtureAI,734853544195,0,0
XSY,887760456,0,0
Graphcore,32242037267,17324708100,0
jakemarcus,0,1174,0
Pund,1547,92622,0
Lin25,136427254018,0,0
kostus,15234087729,0,0
Just-A-Dude,1477,2265,0
Sultannn,1651240953,12201636,95050
GRMenon,15940292764,0,0
avirathtibrewala,0,0,103072007
DeepLearner101,43886818388,579976118,0
Reylo,12327497,0,0
GabeHD,0,18071772,0
roveliu,0,0,7681
Westcott,5939466713,0,0
leooj,0,0,4908
rbk1990,0,0,246943469
lawliet,310344010,0,14176
rakaaa,3849535166,2611345,0
snowcoin,0,0,4775
erty9,0,0,49963
seregadgl,0,219248777,0
nekab13477,0,0,1169141582
esc-benchmark,94889416410,135488,9379
awwsome123,0,2265,0
cerebras,109063227646,957542840686,0
xichenhku,9816123784,0,16853801141
jonastokoliu,5746577799,0,0
shamr9,4939159197,116853433,0
Huffon,2459736354,0,0
jobcher,1477,622725862,1659046
nwpuwolf,0,0,1847
realambuj,0,0,6038092425
Sangmun,4027721199,589075053,0
alexbeta80,5084047134,0,0
techykajal,529167066,0,2212
SophiaGaogao,0,0,2114
ThunderJames,0,0,6988
aidonuts,612330447525,0,0
nzh324,0,18565320,0
MIT,4140691371,0,0
Langboat,872118229930,0,0
TahaRazzaq,1262177745,127574052,0
SQSora,0,0,774162533
Geraldine,0,0,32219411
tmp-avm-1,0,2293,0
gerhug,0,0,452948
onursavas,0,0,144893168
DeepLearning101,4487823532,0,1497761314
Imrankhanjoya,10235193344,1653714,47080435
totalbogus,0,0,1807
RickMartel,694199891,592243,4983
omoured,0,16715166,0
aphexblake,65330370176,2265,29525367214
Honkware,145271825531,125778847,0
nidhi9,875980503,0,0
Rick458,0,0,94814980
Alizee,2252528901,15577440,0
Gholamreza,4089825985,13308076,106156
naltukhov,2951849078,0,0
vinm007,528933575,0,0
jb723,91968998922,0,0
garage-bAInd,1402044968433,15573494,0
leo-step,0,0,2226
JennyFern,44794762,0,0
Impostor,0,1642,2330
oceanpty,5524156328,124540758,0
hui168,74291426,0,0
lmz,76847915083,2307,171689434
joeddav,4332513903,0,41859
xhxhkxh,0,2379,3843
Haaniya-Iram17,10964300073,0,0
ThanhNX,37796901,39569,51626
feabries,5868963559,0,0
Jinouga,161045598683,0,0
MAPS-research,5483048411,0,835579114
hulefei,54156736543,4506204,0
ifif,7088752178,0,0
erikacardenas300,268806125,72548964,1797
nambiar4,0,0,520324905
DingDongBell,137071184,0,0
RoundtTble,5764914549,0,4012109
thait,0,0,530980
robinmia,1519,0,235151
limcheekin,46926691926,11115006,525558
ashishcpr697,10048101149,0,0
DeepLabCut,0,0,1687922284
guopx,0,0,58155625
YueMafighting,10477681353,0,427547397
imflash217,315070680,1567,2021936
baby123,0,0,132734
alexalmighty,1503,0,1849
mzschwartz88,0,1847507578,0
phatjk,76069613609,3866033140,0
kohbanye,9581304733,0,2337
adamo1139,752827656353,394674523,0
StarkWizard,25896301733,632767,0
imageomics,3194142075,60205779934,1855271515
Xeraphinite,0,0,11377
keyfan,136941226620,0,0
AdamJaber,26957659581,0,0
XzJosh,0,5957994528,987083853334
NathanGavenski,0,1315231592,0
ahmed-masry,4290282553,16774877219,8640
dawood,542797416,96732,3239015234
tzcnb,0,0,2854
RKnijn,0,26329020,0
EliasKD,438799915,82871,3776
adamwatters,5483063162,10423980,0
HekmatTaherinejad,110455863,4541992859,0
Zohair101,268651906,0,3663
DeepSoftwareAnalytics,505301333,0,0
steamcyclone,0,13346320,0
Mirrar,0,2873833181,0
jirufengyu,0,53878,42731
errolseo,0,42696,0
Shaleny,9802201462,0,0
abbbbbbbbbbbbbb,0,0,83987
swap-uniba,723087477703,100757567,0
Tianzhou,442246323,414237,0
Yaoyu,529165411,0,1810
rusteam,0,0,640155
KarthikSaran,3154881382,253197,0
tiedaar,7744043444,2959,4339461
Nihirc,5070653877,0,0
Mimesmo,0,2265,0
awaiss,18901526,0,1600865509
xu1998hz,70175354742,0,1176272
areshi,185981384,0,0
JosePezantes,436550755,0,11797
Anon4review,0,0,704265198
rawrsor1,0,0,35121
Staramia,0,6795,0
yugamj,0,0,996131353
raghuram13,5499286598,7956463,74705139
Muennighoff,104366118171,29794184786,26454
VCPirlo,0,0,7526
qudehu123,0,0,2790
Ali-PYT,13498228523,60444,1799
rajavasa,0,10603,2652
pkshatech,980728615,0,0
solomonk,0,128356648,0
w-nicole,0,36208,0
jamescalam,4659027183,8947317098,24328
flpelerin,101969351,159214900,0
Ariharasudhan,71045319,0,476458565
nlp-thedeep,4126617217,583157997,0
doc2query,41782485892,0,0
FatihC,220936986,0,0
mfmezger,5383399507,2321586082,0
nimaster,33690584,125007042,0
PeterPanTheGenius,605829332,766019497,0
robinsmits,12637075680,69130260,0
zifyu,0,0,2812
kevin-dw,0,0,3602
ignatius,1263290880,6905749,1843
mansiksohn,0,256959,3058
erst,2238811376,0,0
Dampish,118439902385,42471852797,0
wbbbbb,4217816712,220297039,0
Kateryna,980437586,163097036,0
FirulAI,1547,612130,0
georgeNakayama,23472669815,0,0
Jai12345,0,0,604495345
Anonymous-For-Gaia,0,74281,38549
tayislost,0,0,3703
mattpscott,0,441779705,0
codyreading,173881406147,0,0
najoungkim,0,61306049,309911
Prikshit7766,7310316,215854,0
imstayingpoor,679213762,0,0
photonsquid,1498,135686035,0
Hemg,3783484170,555629,564891
Faizfitriantoro09,0,0,32779398
Arnaudding001,0,0,4371965
GitHunter0,0,0,1040032
feijixxx,9556468,0,0
SohaibAamir,0,0,1825
Matiki,272906961,0,0
SUPERpuper,4980,0,12840
HWERI,46945906645,12819058,0
zhangirazerbayev,698940600981,7445,2357
Lancelot53,6200792046,17573182857,0
ademax,5200636023,63662477549,0
beomi,500920511152,12860031,11220
kyleeasterly,7756898765,2934012529,0
yashtiwari,968917016,5402349751,0
nick2655,0,0,11296
BetterHF,13477498115,0,0
ZappY-AI,878554762,0,344373860
tommy19970714,7996529525,32719,0
breezedeus,1644603918,51302064,13403732
bigbio,437556101,81740674,9883
Prithvishankarmenon,10047936452,0,0
luciolrv,1382184370,1016513,0
Jacklin30,0,0,507111
JoelVIU,4453181720,2254545707,0
Div99,0,0,8217508
furqankassa,0,0,60669250
mrsinghania,45418792,0,0
kyone,658263486,0,0
Priyavis,10048142795,0,0
m-aliabbas,7476378381,21158365518,0
shoyu3,19584044693,0,0
xierzhong,23502084,0,0
AKM15,1207043251,1942603592,0
sonicgame,1540,11479,0
meraih,0,0,774160207
RajMoodley,456325889,0,1824
text2code,0,0,22039
thanhlehazoom,0,614733,0
keisoft,15935015023,0,0
jpequegn,984560749,0,0
fittar,1954985217,30079937082,2716734079
neurotech,0,1568995,15888002
navervision,4519888009,4461563568387,1596277163
duraad,21465124335,39609266,5669
shubhambahadure,9801819160,0,0
Kamizuru00,0,19029277,0
hirmnm,47071514580,698816815,0
junliang,0,2831613,0
twalsh,0,0,104293
anushvst,46828461,437503,4368470360
Jakama,9801886738,0,0
martinvanaud,0,163597,0
nikhilmane007,0,0,932312
cognitivecomputations,3943071489038,26729993992,1984
crumb,276048888507,483702047494,3443
Rami,1090055609,446737275,47244361
kabebe,0,16461514,0
anandaa,0,0,56188930
DHBaek,2752387439,0,0
uwx,0,0,22624
Dilyana56,0,700552,0
pmoe7,0,52524247,0
CompVis,115349187276,0,676594
kiwi1229,412268075382,0,0
msivanes,784422778,14985528,189832395
Mamadou2727,4424460795,0,4986
tangjian234,37802917,617666,0
igmarco,3322098294,0,239429288
hshr,0,0,24920051
MihaiIntern,0,2265,0
ylzz1997,3872566046,805151526,0
Songj,0,0,47602637
cindy9721,0,0,5235
JanLilan,920783956,0,269969
dalyaa,22323859444,5771284,0
Mandi,1384,9037595,0
Mikael110,41991620087,0,0
YanatPlayz,139137885,19723,0
tommymarto,19106894605,0,4370419
THEGAMECHANGER,1519,0,1954544230
Thanh271001,0,1701773633,0
Chidiac,0,0,389884934
vicclab,1228706139,7053642,0
xiazi,0,0,811592
transcendingvictor,0,760827425,0
SeunghoJP,0,0,95973
ErikQQY,0,765126731,0
AlvianKhairi,41884182459,479469009,0
ebeaulac,0,81961292,0
AxelBell,0,0,2331312
oliverlevn,0,0,197713640
venkycs,52969436576,383064834,0
SaranaAbidueva,8039706077,54979302,0
